,orig.ident,nCount_RNA,nFeature_RNA,sample,species,gene_count,tscp_count,mread_count,bc1_wind,bc2_wind,bc3_wind,bc1_well,bc2_well,bc3_well,percent.mt,condition,nCount_SCT,nFeature_SCT,SCT_snn_res.0.8,seurat_clusters,tree.ident,SCT_snn_res.0.5,rcpa_clusters,predicted.id,prediction.score.Generalist.NE,prediction.score.Neuroendocrine2,prediction.score.Stress,prediction.score.Generalist.nonNE,prediction.score.nonNE1,prediction.score.Neuroendocrine1,prediction.score.Intermediate,prediction.score.nonNE2,prediction.score.max,Ascl1_targets_score1,Rest_targets_score1,HES1_high_score1,Liu_sclcI_score1,Intermediate_score1,NE1_score1,NE2_score1,nonNE1_score1,nonNE2_score1,stress_score1,ident
04_78_20__s1,organoid,9988.0,4120.0,D_Sample2,GRCm39,4120,9988,15261,4,78,20,A4,G6,B8,1.5018021625951141,shRORB1,9193.0,4084,3,6,13,4,6,Generalist NE,0.9474877305178369,0.0,0.0,0.0,0.0,0.052512269482163004,0.0,0.0,0.9474877305178369,0.30842160249270845,0.2956602272733431,-0.08813696371677328,-0.033890782628596794,0.3891587623852639,0.558699934214056,0.3742718641083044,0.09920226109790814,-0.06660882644673917,0.086673205707888,D_Sample2
04_78_48__s1,organoid,2367.0,1193.0,D_Sample2,GRCm39,1193,2367,3654,4,78,48,A4,G6,D12,6.7173637515842834,shRORB1,7433.0,1811,22,1,10,17,1,Generalist NE,0.8380617193256596,0.0,0.0,0.002397623679071647,0.0,0.0,0.15954065699526848,0.0,0.8380617193256596,0.14448916008671378,0.030774863804427094,-0.03267899706284493,-0.028125238522535432,0.28414609948435954,0.10578944252240768,0.05677664373457997,0.013423494318959006,-0.02524352082089179,-0.030839508753786687,D_Sample2
04_79_09__s1,organoid,11184.0,4240.0,D_Sample2,GRCm39,4240,11184,17365,4,79,9,A4,G7,A9,1.4842632331902719,shRORB1,9280.0,4214,7,1,9,8,1,Neuroendocrine1,0.17654843487113164,0.0,0.0,0.0,0.0,0.8234515651288683,0.0,0.0,0.8234515651288683,0.34589041656482655,0.31387191087707667,-0.10787702975761246,-0.0483721870007355,0.23176569718763257,0.6220225869082017,0.439192332437892,0.08556184774335171,0.016222019144703392,0.16725643574642235,D_Sample2
04_80_26__s1,organoid,5723.0,2804.0,D_Sample2,GRCm39,2804,5723,8898,4,80,26,A4,G8,C2,1.694915254237288,shRORB1,7441.0,2782,0,3,6,1,3,Generalist NE,0.9535239091272114,0.0,0.0,0.0,0.0,0.0,0.04647609087278848,0.0,0.9535239091272114,0.2589924356658845,0.06509368199930704,-0.09042063263262386,-0.040513294797891064,0.5088536865033572,0.20286424844588435,0.07122015845746488,0.034942019326655804,-0.015770478516310513,0.17695541466349207,D_Sample2
04_80_34__s1,organoid,6107.0,2976.0,D_Sample2,GRCm39,2976,6107,9440,4,80,34,A4,G8,C10,0.8678565580481415,shRORB1,7485.0,2967,7,1,9,8,1,Neuroendocrine1,0.4528030140889384,0.0,0.0,0.0,0.0,0.5471969859110616,0.0,0.0,0.5471969859110616,0.30808470251595155,0.22771382502279358,-0.07911914656004518,-0.03663571121692231,0.3654642206053925,0.5566012285052744,0.3255883234042198,-0.037241470160235185,-0.017108160233605257,0.18155280985434846,D_Sample2
04_81_86__s1,organoid,11335.0,4277.0,D_Sample2,GRCm39,4277,11335,17685,4,81,86,A4,G9,H2,4.878694309660344,shRORB1,9250.0,4245,11,6,18,11,6,Generalist NE,0.7938973279739664,0.007690796119342149,0.0,0.1104816351713304,0.0140305428771934,0.0,0.07389969785816757,0.0,0.7938973279739664,0.17150046330404298,0.00488380825643181,0.0631880698732058,-0.007377680269224113,0.16233516200807888,0.217340451527887,0.2450796072826144,0.3173719479791828,0.1798402989898334,0.08175625702057213,D_Sample2
04_82_54__s1,organoid,18233.0,5121.0,D_Sample2,GRCm39,5121,18233,28675,4,82,54,A4,G10,E6,2.440629627598311,shRORB1,9196.0,3996,3,3,10,4,3,Generalist NE,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,0.3209594126998442,0.18062961745003153,-0.08533193226949211,-0.0708127593237392,0.4391902471288665,0.5454969361426538,0.442541181851206,0.11293518355910506,0.04228678481036635,0.07719142020719033,D_Sample2
04_82_62__s1,organoid,8004.0,3026.0,D_Sample2,GRCm39,3026,8004,12387,4,82,62,A4,G10,F2,9.5952023988006,shRORB1,8124.0,3014,18,6,18,3,6,Intermediate,0.0,0.0,0.0,0.07375127587457699,0.0,0.0,0.9262487241254234,0.0,0.9262487241254234,-0.04546457450281151,-0.21845447247479513,0.12025109307283002,0.01734049484323523,0.5236474761358709,-0.16511599664059484,-0.12433208692244735,0.3198802837181901,0.13864282695655605,-0.007920417879476588,D_Sample2
04_83_48__s1,organoid,6020.0,2971.0,D_Sample2,GRCm39,2971,6020,9456,4,83,48,A4,G11,D12,1.2790697674418605,shRORB1,7442.0,2956,0,4,12,1,4,Generalist NE,0.9963023731788762,0.0,0.0,0.0,0.0,0.0036976268211238103,0.0,0.0,0.9963023731788762,0.34857967307808846,0.24586240133564408,-0.07899225775532837,-0.030375398679325934,0.28154851703735945,0.6535860196311151,0.24671318670240483,0.08503985019786647,-0.09238718471259325,0.1258863141230497,D_Sample2
04_83_72__s1,organoid,8143.0,3363.0,D_Sample2,GRCm39,3363,8143,12384,4,83,72,A4,G11,F12,3.499938597568464,shRORB1,8193.0,3353,11,8,1,11,8,Intermediate,0.028786695722936344,0.0,0.0,0.11025182799259822,0.0,0.0,0.8609614762844655,0.0,0.8609614762844655,-0.03421623362848099,-0.23484298262006167,0.11603730753021277,0.0262886882965655,0.5504290109846695,-0.22362662594537314,-0.1358512566493592,0.4081543644905836,0.3090721060641005,-0.015886122470371106,D_Sample2
04_84_03__s1,organoid,6790.0,2836.0,D_Sample2,GRCm39,2836,6790,10459,4,84,3,A4,G12,A3,4.123711340206185,shRORB1,7659.0,2829,10,1,1,9,1,Intermediate,0.013485166293592777,0.0,0.0,0.030608662455837495,0.0,0.0,0.9559061712505701,0.0,0.9559061712505701,-0.04188184564403612,-0.2059023567900107,0.0824429162346964,0.013878748236599056,0.5767682265231501,-0.18109123599505322,-0.13900742689761028,0.21998074671379714,0.12412154054770991,-0.05547601498744764,D_Sample2
04_85_19__s1,organoid,2482.0,1350.0,D_Sample2,GRCm39,1350,2482,3833,4,85,19,A4,H1,B7,5.398871877518131,shRORB1,7279.0,1874,14,1,10,0,1,Generalist NE,0.9259759338701251,0.0,0.0,0.0004443323379829051,0.0,0.0,0.07357973379189212,0.0,0.9259759338701251,0.20652978205006983,0.07343319337103099,-0.04486859375525648,-0.019963007368367054,0.3051909544875034,0.1182968089573826,0.20651084888771098,-0.0712178521292248,-0.0732943315030776,-0.004415134035074486,D_Sample2
04_86_42__s1,organoid,8894.0,3356.0,D_Sample2,GRCm39,3356,8894,13586,4,86,42,A4,H2,D6,4.418709242185743,shRORB1,8727.0,3346,11,8,1,11,8,Intermediate,0.0066390647400639624,0.0,0.0,0.06388699458209322,0.0,0.0,0.9294739406778425,0.0,0.9294739406778425,-0.06595314755000213,-0.2550751235977956,0.1350132716411685,0.03864823200037215,0.49754667498783445,-0.16616953706701348,-0.14500747525611551,0.31543587390344197,0.1958805864308518,-0.02099912437578305,D_Sample2
04_88_57__s1,organoid,3966.0,2173.0,D_Sample2,GRCm39,2173,3966,6287,4,88,57,A4,H4,E9,1.8658598083711546,shRORB1,7464.0,2194,1,2,7,2,2,Generalist NE,0.5689275548713575,0.0,0.0,0.0,0.0,0.4310724451286424,0.0,0.0,0.5689275548713575,0.3502418075476086,0.21828549331573255,-0.06675164462800347,-0.022585408368405564,0.2007225573010234,0.41065125002854636,0.06571088708887984,-0.021718025028049037,-0.026547244366651054,0.22405058888494658,D_Sample2
04_89_02__s1,organoid,2335.0,1247.0,D_Sample2,GRCm39,1247,2335,3668,4,89,2,A4,H5,A2,3.854389721627409,shRORB1,7307.0,1849,14,1,10,0,1,Generalist NE,0.8719867136939572,0.0,0.0,0.0,0.0,0.0,0.12801328630604286,0.0,0.8719867136939572,0.1951578240345916,0.11072187927699137,-0.04214843868919111,-0.019131420187397667,0.2777663029333177,0.03795575623678643,0.1771917352656604,0.07980752541988201,0.05667047177429464,-0.0828019172019718,D_Sample2
04_89_81__s1,organoid,8222.0,3556.0,D_Sample2,GRCm39,3556,8222,12640,4,89,81,A4,H5,G9,1.9824860131354902,shRORB1,8222.0,3535,1,2,7,2,2,Generalist NE,0.7539445254822909,0.0,0.0,0.0,0.0,0.15562851680470677,0.09042695771300242,0.0,0.7539445254822909,0.342079488477967,0.10797580968420778,-0.07755783333358995,-0.019466211975031567,0.2708208415353405,0.36885172047905285,0.0762040472638359,-0.016306220186281556,0.0969749934134713,0.2608759905603267,D_Sample2
04_90_23__s1,organoid,2880.0,1514.0,D_Sample2,GRCm39,1514,2880,4447,4,90,23,A4,H6,B11,3.2638888888888893,shRORB1,7319.0,1843,14,1,10,0,1,Generalist NE,0.9827889880032893,0.0,0.0,0.0,0.0,0.017211011996710848,0.0,0.0,0.9827889880032893,0.21945948518067748,0.1266346175065742,-0.04936669846691204,-0.019588442773224857,0.4317441014210977,0.15988477369969933,0.13763335321403336,0.0006151280547665727,-0.0019666552261153325,0.11112912074310696,D_Sample2
04_90_47__s1,organoid,4932.0,2322.0,D_Sample2,GRCm39,2322,4932,7644,4,90,47,A4,H6,D11,4.115977291159774,shRORB1,7603.0,2315,11,8,1,11,8,Intermediate,0.02216717332692325,0.0,0.0,0.294787823134318,0.007205203213765979,0.0,0.6758398003249932,0.0,0.6758398003249932,-0.02272891183222306,-0.20540555091962945,0.08237945576283481,0.02383911326246295,0.42626224620909325,-0.1853399913382049,-0.10201084632931039,0.22496483355116503,0.09909569764448126,0.07562670050997417,D_Sample2
04_91_37__s1,organoid,10150.0,4093.0,D_Sample2,GRCm39,4093,10150,15697,4,91,37,A4,H7,D1,2.019704433497537,shRORB1,9197.0,4060,8,1,3,0,1,Generalist NE,0.8368952290496383,0.0,0.0,0.0,0.0,0.12067996932328207,0.04242480162707981,0.0,0.8368952290496383,0.32649511701453304,0.2625538345439846,-0.08575218033516838,-0.05274487578283224,0.3912793434560067,0.25354036778453426,0.22380192006737187,0.028865876371236554,0.009937983548246238,0.21644062398429104,D_Sample2
04_91_94__s1,organoid,6887.0,3009.0,D_Sample2,GRCm39,3009,6887,10632,4,91,94,A4,H7,H10,1.6262523595179323,shRORB1,7578.0,2973,7,1,13,8,1,Generalist NE,0.8576921957157038,0.007990839413952223,0.10907165486543616,0.0,0.0,0.025245310004907796,0.0,0.0,0.8576921957157038,0.2680716555463246,0.2919699014048265,-0.014291707206591675,-0.0152789957015994,0.2592260880241921,0.14213195259364603,0.10844218965999919,0.0493610774006388,0.06579251178749577,0.26664420120798493,D_Sample2
04_92_07__s1,organoid,5495.0,2747.0,D_Sample2,GRCm39,2747,5495,8488,4,92,7,A4,H8,A7,1.6378525932666061,shRORB1,7393.0,2728,7,6,13,8,6,Generalist NE,0.5479868356378362,0.004364813236150856,0.0,0.0,0.0,0.44764835112601287,0.0,0.0,0.5479868356378362,0.2467928268711873,0.3327033673954839,-0.02667385245623209,-0.01120188425957079,0.17010671210640652,0.3905842661359318,0.2115308544677863,0.13156933915970187,0.11594003155700056,0.09928711780408239,D_Sample2
04_93_48__s1,organoid,4337.0,2083.0,D_Sample2,GRCm39,2083,4337,6836,4,93,48,A4,H9,D12,6.686649757897165,shRORB1,7909.0,2073,16,7,20,13,7,Generalist NE,0.9516165617354265,0.0,0.0,0.0,0.0,0.0,0.04838343826457342,0.0,0.9516165617354265,0.25434499172155,0.1490304939636482,-0.06623768058924825,-0.03292444249407908,0.3595459891366907,0.29338655631138066,0.47531629471216585,0.033574430473186034,-0.02900524744765337,0.06022902102915867,D_Sample2
04_93_66__s1,organoid,12901.0,4589.0,D_Sample2,GRCm39,4589,12901,19869,4,93,66,A4,H9,F6,1.6510348035036044,shRORB1,9341.0,4545,2,1,10,0,1,Neuroendocrine1,0.14055488061073018,0.0,0.0,0.0,0.0,0.8594451193892698,0.0,0.0,0.8594451193892698,0.35854701426432256,0.32636022170001494,-0.08488164037379084,-0.051814356469549745,0.06468493344203291,0.7318410483956062,0.5641075993266476,0.0758296961699263,-0.0037037496032865103,0.11523444348423761,D_Sample2
04_95_47__s1,organoid,8527.0,3456.0,D_Sample2,GRCm39,3456,8527,13387,4,95,47,A4,H11,D11,10.355341855283218,shRORB1,8421.0,3411,15,8,1,18,8,Intermediate,0.036263874495086085,0.0,0.0,0.1990120805274471,0.04037309195440616,0.0,0.7243509530230601,0.0,0.7243509530230601,0.06990881289191445,-0.06772920827038048,0.0411072468234191,0.012434859732326331,0.4737495664049267,-0.056101059571586426,0.09116918660192197,0.17010856978746833,0.14518566953124515,-0.09683087780120736,D_Sample2
04_95_63__s1,organoid,8741.0,3695.0,D_Sample2,GRCm39,3695,8741,13704,4,95,63,A4,H11,F3,1.921976890515959,shRORB1,8643.0,3675,19,4,14,15,4,Generalist NE,0.5706233570774218,0.0,0.0,0.0,0.0,0.42315229392791603,0.006224348994662302,0.0,0.5706233570774218,0.35923438473328884,0.2027966732773247,-0.09555444712263539,-0.039408965850818566,0.30712480275096443,0.2685391118342875,0.20069386066812,0.031179981295669068,0.04079200280141218,0.149381011287503,D_Sample2
04_95_78__s1,organoid,9709.0,3897.0,D_Sample2,GRCm39,3897,9709,15193,4,95,78,A4,H11,G6,1.452260788958698,shRORB1,9107.0,3879,8,1,10,0,1,Generalist NE,0.9359151648985747,0.0,0.0,0.0,0.0,0.019385485444514135,0.04469934965691104,0.0,0.9359151648985747,0.2777684013783034,0.23515437856988824,-0.06045935231340678,-0.03171766486791684,0.21915642733270646,0.2327580907736665,0.2513587579872307,0.027484904760673334,0.023130382777561354,0.1119917753788611,D_Sample2
04_96_12__s1,organoid,19415.0,5381.0,D_Sample2,GRCm39,5381,19415,30282,4,96,12,A4,H12,A12,3.481843935101726,shRORB1,8993.0,3927,11,8,1,11,8,Generalist nonNE,0.025380596641425505,0.0,0.0,0.9237999407530301,0.0,0.0,0.05081946260554425,0.0,0.9237999407530301,-0.05038212487515589,-0.24473636717884917,0.12263272358163421,0.03642864746776353,0.38742765647594446,-0.18490993547305534,-0.14535464682489851,0.3996193973191998,0.4491461521466803,0.0795241648725036,D_Sample2
04_96_27__s1,organoid,2454.0,1292.0,D_Sample2,GRCm39,1292,2454,3765,4,96,27,A4,H12,C3,5.9087204563977185,shRORB1,7373.0,1834,14,1,10,0,1,Generalist NE,0.7750707954155723,0.0,0.0,0.0,0.0,0.0,0.22492920458442758,0.0,0.7750707954155723,0.1715906195063462,0.1067722054800059,-0.03448789348994614,-0.02075980603559066,0.2949057840453758,0.20390894933990422,0.15033671463000176,0.02954452415373382,0.02025860319711728,-0.01572555602083925,D_Sample2
04_96_64__s1,organoid,4608.0,2545.0,D_Sample2,GRCm39,2545,4608,7063,4,96,64,A4,H12,F4,1.128472222222222,shRORB1,7564.0,2543,4,1,3,5,1,Generalist NE,0.7134143781503942,0.0,0.0,0.0,0.0,0.0,0.28658562184960595,0.0,0.7134143781503942,0.24969088423053998,0.13785347730638237,-0.08209707813952158,-0.04606394660249631,0.4430101316315153,0.10685449517719892,0.11519368877810154,-0.04663818485438648,0.012429835304983067,0.029565527713946105,D_Sample2
04_96_70__s1,organoid,8043.0,3495.0,D_Sample2,GRCm39,3495,8043,12649,4,96,70,A4,H12,F10,1.8525425836130798,shRORB1,8090.0,3480,7,1,10,8,1,Generalist NE,0.5110306447702889,0.0,0.0,0.0,0.0,0.4889693552297112,0.0,0.0,0.5110306447702889,0.3413687306376858,0.2623072063789255,-0.0897700975454428,-0.038865453607884376,0.24845213087249818,0.6944901591073811,0.45302845361666305,-0.03791975081562507,0.02108947409708417,0.1435607784267509,D_Sample2
04_96_90__s1,organoid,7601.0,3178.0,D_Sample2,GRCm39,3178,7601,11814,4,96,90,A4,H12,H6,1.131430074990133,shRORB1,7837.0,3151,6,5,16,7,5,Stress,0.45207084125899805,0.0,0.5479291587410018,0.0,0.0,0.0,0.0,0.0,0.5479291587410018,0.33802641955706714,0.2850924739929553,-0.05552677012778102,-0.008111840864178751,0.09784451422180346,0.2164254144139926,0.4954612322688646,0.135507868341769,0.133681402150521,0.5977518758783915,D_Sample2
05_01_81__s1,organoid,11410.0,4133.0,D_Sample3,GRCm39,4133,11410,17734,5,1,81,A5,A1,G9,2.094653812445223,shRORB2,11083.0,4120,4,1,3,5,1,Generalist NE,0.8140659079005472,0.0,0.0,0.0,0.0,0.0,0.18593409209945266,0.0,0.8140659079005472,0.30344220729316096,0.1645763394600599,-0.11135598583906822,-0.05333451079842771,0.3273423545846103,0.025768451893171174,0.1724135630844032,-0.058338878404191136,-0.008909960331522998,0.027341902128028894,D_Sample3
05_01_90__s1,organoid,6410.0,2612.0,D_Sample3,GRCm39,2612,6410,10007,5,1,90,A5,A1,H6,5.959438377535101,shRORB2,9740.0,2657,11,1,18,11,1,Intermediate,0.02070713707774211,0.0,0.0,0.3986680493422069,0.005158535373079695,0.0,0.575466278206971,0.0,0.575466278206971,0.011064277100953007,-0.14554390420547886,0.11671184662383229,0.030197701600334484,0.38196208762448774,-0.17658742815904682,-0.13108986400773084,0.446879647851773,0.10045215278806734,0.0597703811434957,D_Sample3
05_02_09__s1,organoid,8490.0,3297.0,D_Sample3,GRCm39,3297,8490,13428,5,2,9,A5,A2,A9,2.685512367491166,shRORB2,9712.0,3274,11,8,1,11,8,Generalist nonNE,0.017151493761217076,0.0,0.0,0.5507995854882202,0.021334448735248587,0.0,0.41071447201531425,0.0,0.5507995854882202,-0.00911197656560922,-0.25329333264923987,0.11665638245245938,0.029702030847495578,0.30730528141021096,-0.19632981970572255,-0.10738190733679409,0.38946080115038256,0.12586147622258584,0.02673966366903399,D_Sample3
05_03_04__s1,organoid,4462.0,1980.0,D_Sample3,GRCm39,1980,4462,6816,5,3,4,A5,A3,A4,4.728821156432093,shRORB2,9856.0,2470,10,8,1,9,8,Intermediate,0.0,0.0,0.0,0.3203032387648901,0.0,0.0,0.6796967612351101,0.0,0.6796967612351101,0.06650164395652283,-0.0895574170663988,0.12702195277103828,0.029996596743317172,0.44129210152202347,-0.14724633977869633,-0.10712414069250435,0.2522250348661845,0.24507858365997698,-0.06931604818837114,D_Sample3
05_03_34__s1,organoid,14755.0,4835.0,D_Sample3,GRCm39,4835,14755,22916,5,3,34,A5,A3,C10,1.4910199932226365,shRORB2,11387.0,4807,3,3,6,4,3,Generalist NE,0.9711762060016438,0.0,0.0,0.0,0.0,0.014202818311025095,0.014620975687331178,0.0,0.9711762060016438,0.3604206785060955,0.22699525910522272,-0.10208952897485764,-0.06400935337356443,0.4024512197315349,0.2930807757641262,0.11950301124094692,0.0027535882525898114,0.08846500506262016,0.10745404376644943,D_Sample3
05_04_05__s1,organoid,12083.0,4078.0,D_Sample3,GRCm39,4078,12083,19013,5,4,5,A5,A4,A5,1.5145245386079615,shRORB2,11236.0,4060,17,1,18,14,1,Generalist NE,0.9460943911850356,0.0,0.0,0.0,0.0,0.02784896537804042,0.026056643436924078,0.0,0.9460943911850356,0.3146635355690286,0.17151831890776276,-0.11122116721120962,-0.05352877126112957,0.5277270179559307,0.24896883092884753,0.14484194387768384,-0.03899940125301132,0.12012834374905318,0.08028178130490829,D_Sample3
05_04_29__s1,organoid,8694.0,3314.0,D_Sample3,GRCm39,3314,8694,13339,5,4,29,A5,A4,C5,2.887048539222452,shRORB2,9856.0,3302,8,1,10,0,1,Generalist NE,0.9614310217435983,0.0,0.0,0.0,0.0,0.0,0.03856897825640174,0.0,0.9614310217435983,0.2064761841790905,0.12519376691131784,-0.07225519779333539,-0.03861789374653807,0.27828499495851977,0.1492028588230624,0.20697094903165103,-0.01883870582939412,0.05574903678956676,-0.009998096500308723,D_Sample3
05_04_57__s1,organoid,10105.0,3767.0,D_Sample3,GRCm39,3767,10105,15836,5,4,57,A5,A4,E9,1.1677387431964374,shRORB2,10201.0,3746,20,1,4,3,1,Generalist NE,0.79113683503893,0.0,0.0,0.0,0.0,0.20886316496106985,0.0,0.0,0.79113683503893,0.4145170412201746,0.3085805560989689,-0.07845196095776419,-0.028927678112983995,0.08617896570073563,0.6097991429070168,0.37565576192289674,0.04671967948017919,0.032515478571066805,0.2597134788102289,D_Sample3
05_05_66__s1,organoid,19485.0,5504.0,D_Sample3,GRCm39,5504,19485,30162,5,5,66,A5,A5,F6,1.934821657685399,shRORB2,11472.0,4928,7,1,4,8,1,Generalist NE,0.5365451654380365,0.0,0.0,0.0,0.0,0.4634548345619634,0.0,0.0,0.5365451654380365,0.44510455074117394,0.3551705650862491,-0.10535865219581649,-0.07779239174506725,0.12384590072752016,0.3140602624106225,0.08496007107634262,-0.035225187777199546,0.0697957827017719,0.1675535468108392,D_Sample3
05_07_19__s1,organoid,8375.0,3415.0,D_Sample3,GRCm39,3415,8375,12949,5,7,19,A5,A7,B7,1.3134328358208955,shRORB2,9780.0,3404,0,3,6,1,3,Generalist NE,0.9282700427897387,0.0,0.0,0.0,0.0,0.07172995721026129,0.0,0.0,0.9282700427897387,0.3814485475448678,0.2527298117584288,-0.08827323154051356,-0.04158578545893254,0.35766845055278834,0.4899261815213248,0.3831885937523594,-0.003552189526381949,-0.05473052970750984,0.10787631905154921,D_Sample3
05_07_34__s1,organoid,6100.0,2625.0,D_Sample3,GRCm39,2625,6100,9492,5,7,34,A5,A7,C10,1.4918032786885245,shRORB2,9706.0,2644,0,3,6,1,3,Generalist NE,0.5847542612530959,0.0,0.0,0.0,0.0,0.415245738746904,0.0,0.0,0.5847542612530959,0.36025506355960935,0.25168732954782674,-0.07982682365717128,-0.039748849731060326,-0.23247349352053906,0.6088238598340845,0.4082236639334257,0.03257729702210019,-0.06376937710125956,0.21045967419246442,D_Sample3
05_07_53__s1,organoid,16243.0,5143.0,D_Sample3,GRCm39,5143,16243,26103,5,7,53,A5,A7,E5,1.5144985532229267,shRORB2,11331.0,5029,11,8,1,11,8,Generalist NE,0.945020310184275,0.0,0.0,0.040434731505036174,0.0,0.01454495831068873,0.0,0.0,0.945020310184275,0.2271317249718194,-0.0035898961534278073,0.039480486797933034,-0.01865536479771282,0.42638389714986824,0.16228405909178634,0.0433303874450488,0.20519301924426805,0.05782623536195321,0.06502778049559146,D_Sample3
05_08_35__s1,organoid,9959.0,3836.0,D_Sample3,GRCm39,3836,9959,15429,5,8,35,A5,A8,C11,0.9338286976604077,shRORB2,10117.0,3820,7,6,13,8,6,Generalist NE,0.6716334977292603,0.0,0.0,0.0,0.0,0.3283665022707397,0.0,0.0,0.6716334977292603,0.3520211956385896,0.3037894338985901,-0.07849978720261086,-0.05387021398889102,0.3033942138568941,0.46760306948279323,0.18022659621958864,0.15285183584413414,0.12007879575143632,0.17520104181572688,D_Sample3
05_08_55__s1,organoid,6990.0,3076.0,D_Sample3,GRCm39,3076,6990,10877,5,8,55,A5,A8,E7,0.8583690987124464,shRORB2,9640.0,3065,7,4,12,8,4,Generalist NE,0.7617112306058942,0.0,0.0,0.0,0.0,0.23828876939410568,0.0,0.0,0.7617112306058942,0.3622034348185169,0.38313696893374666,-0.08454287059667281,-0.05843360089234663,0.14771874722914136,0.5355834087847794,0.34910075441708244,0.12185833121882952,0.13240418996047215,0.026195255399582645,D_Sample3
05_08_86__s1,organoid,7627.0,3010.0,D_Sample3,GRCm39,3010,7627,11892,5,8,86,A5,A8,H2,1.8749180542808446,shRORB2,9792.0,3003,15,3,6,3,3,Neuroendocrine1,0.42826477475418134,0.0,0.0,0.0,0.0,0.5717352252458185,0.0,0.0,0.5717352252458185,0.4025801177989258,0.3127709799119603,-0.09532216289302001,-0.0366592301280984,0.10727963022887554,0.8442727074160685,0.8285083541679144,0.11524910319321977,-0.02254732399721711,0.18697963605564144,D_Sample3
05_11_52__s1,organoid,9708.0,3773.0,D_Sample3,GRCm39,3773,9708,15535,5,11,52,A5,A11,E4,1.4936135146271117,shRORB2,9991.0,3753,4,1,11,5,1,Generalist NE,0.784526549327483,0.0,0.0,0.0,0.0,0.0,0.2154734506725169,0.0,0.784526549327483,0.25276449853754035,0.07981573729990238,-0.10534210729910096,-0.05015684583315554,0.39286827173441263,-0.06091142500570143,-0.03313464336997307,-0.1450053930901053,-0.010529668244606077,-0.004206976719981964,D_Sample3
