,orig.ident,nCount_RNA,nFeature_RNA,sample,species,gene_count,tscp_count,mread_count,bc1_wind,bc2_wind,bc3_wind,bc1_well,bc2_well,bc3_well,percent.mt,condition,nCount_SCT,nFeature_SCT,SCT_snn_res.0.8,seurat_clusters,tree.ident,SCT_snn_res.0.5,rcpa_clusters,predicted.id,prediction.score.Generalist.NE,prediction.score.Neuroendocrine2,prediction.score.Stress,prediction.score.Generalist.nonNE,prediction.score.nonNE1,prediction.score.Neuroendocrine1,prediction.score.Intermediate,prediction.score.nonNE2,prediction.score.max,Ascl1_targets_score1,Rest_targets_score1,HES1_high_score1,Liu_sclcI_score1,Intermediate_score1,NE1_score1,NE2_score1,nonNE1_score1,nonNE2_score1,stress_score1,ident
07_23_60__s5,organoid,19019.0,5412.0,D_Sample4,GRCm39,5412,19019,33175,7,23,60,A7,B11,E12,2.0558388979441613,shGFP,10664.0,4682,9,2,2,10,2,Neuroendocrine1,0.2591095682845801,0.0,0.0,0.0,0.0,0.7408904317154197,0.0,0.0,0.7408904317154197,0.4101545679628614,0.3106767776089195,-0.1180057227284381,-0.06230336703705164,0.2095826613355013,0.5294740012268182,0.20644689753356404,0.12958470670221112,-0.029492101280899366,0.17055215782011013,D_Sample4
07_23_67__s5,organoid,15457.0,5236.0,D_Sample4,GRCm39,5236,15457,26998,7,23,67,A7,B11,F7,1.2745034612149835,shGFP,10512.0,5037,0,1,18,1,1,Generalist NE,0.8425684949698723,0.0,0.0,0.0,0.0,0.14940156301461288,0.008029942015514631,0.0,0.8425684949698723,0.32432627963867655,0.19939347747791197,-0.11339975698317292,-0.05767728861384905,0.33502827619426856,0.32487870212870995,0.2788754262517002,0.007005765219131599,0.053409764119590086,0.09776055621081181,D_Sample4
07_23_69__s5,organoid,11806.0,4501.0,D_Sample4,GRCm39,4501,11806,20867,7,23,69,A7,B11,F9,1.1434863628663392,shGFP,10595.0,4478,12,2,7,12,2,Neuroendocrine1,0.4164667501244001,0.0,0.0,0.0,0.0,0.5835332498755998,0.0,0.0,0.5835332498755998,0.42569114422678667,0.23449446183181438,-0.1262680623600016,-0.05032194564454727,0.13815994712706353,0.41700673078874984,0.24287919505298416,-0.04322049508709061,0.0020224938824094096,0.12953640953464202,D_Sample4
07_23_73__s5,organoid,15159.0,4893.0,D_Sample4,GRCm39,4893,15159,25955,7,23,73,A7,B11,G1,1.385315654066891,shGFP,10636.0,4725,7,1,9,8,1,Generalist NE,0.9713631349443652,0.0,0.0,0.0,0.0,0.028636865055634682,0.0,0.0,0.9713631349443652,0.24830072066619205,0.18498935032339847,-0.10693481381260399,-0.06352374483381223,0.28026961082674673,0.23692273466317293,0.05887973106480354,0.0032146287652348726,-0.027853063799182134,0.1279080163878588,D_Sample4
07_23_75__s5,organoid,13304.0,4291.0,D_Sample4,GRCm39,4291,13304,23235,7,23,75,A7,B11,G3,1.420625375826819,shGFP,10554.0,4249,17,2,5,14,2,Generalist NE,0.9915780090358468,0.0,0.0,0.0,0.0,0.0,0.008421990964153232,0.0,0.9915780090358468,0.19957802407049743,-0.015320781433458386,-0.10712694926613123,-0.07384510366375925,0.479487605664588,0.17405111766007425,0.18060197992931076,0.0011979248786418428,0.015144237603386984,-0.020329172954260483,D_Sample4
07_23_84__s5,organoid,15522.0,4758.0,D_Sample4,GRCm39,4758,15522,27319,7,23,84,A7,B11,G12,1.494652750934158,shGFP,10542.0,4575,0,3,6,1,3,Generalist NE,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.26360041659934785,0.031471429599304046,-0.11672123366257586,-0.07176720243257219,0.4203076797476244,0.24654322320698696,0.16530346313317656,0.07463705786599273,0.053302027619141074,-0.005488835953743165,D_Sample4
07_24_73__s5,organoid,12107.0,4412.0,D_Sample4,GRCm39,4412,12107,20649,7,24,73,A7,B12,G1,2.3622697612951185,shGFP,10593.0,4392,9,2,8,10,2,Neuroendocrine1,0.48497764082820743,0.0,0.0,0.0,0.0,0.5150223591717925,0.0,0.0,0.5150223591717925,0.33336220484317947,0.15766441946147813,-0.1208371709532903,-0.045392403991129676,0.2165773447398004,0.31267953430193735,0.1916797098375888,0.016083572661385825,0.02393504594223253,0.011155389909152158,D_Sample4
07_25_23__s5,organoid,7255.0,3217.0,D_Sample4,GRCm39,3217,7255,12860,7,25,23,A7,C1,B11,1.047553411440386,shGFP,8910.0,3207,2,1,10,0,1,Generalist NE,0.5211676927186178,0.0,0.0,0.0,0.0,0.4788323072813821,0.0,0.0,0.5211676927186178,0.3033754562197868,0.18920754450847205,-0.08576887953452109,-0.043111299859973036,0.18389752538291698,0.27885044711423607,0.19981280930242556,-0.04232055156659803,0.023586040904211472,0.0722074912265209,D_Sample4
07_25_37__s5,organoid,3924.0,2158.0,D_Sample4,GRCm39,2158,3924,6651,7,25,37,A7,C1,D1,2.217125382262997,shGFP,8822.0,2590,14,1,10,0,1,Generalist NE,0.7144202356295877,0.0,0.0,0.0,0.0,0.0,0.28557976437041244,0.0,0.7144202356295877,0.25308189554338023,0.1757796908622266,-0.07937371272289657,-0.027908598685127663,0.45791642955768597,0.12269752872079048,0.2195954688038806,-0.011397214197056499,0.13442903907162113,-0.03132542367475141,D_Sample4
07_25_69__s5,organoid,15794.0,5009.0,D_Sample4,GRCm39,5009,15794,27523,7,25,69,A7,C1,F9,1.3042927694061035,shGFP,10582.0,4760,0,3,6,1,3,Generalist NE,0.9865848973516291,0.0,0.0,0.0,0.0,0.013415102648370621,0.0,0.0,0.9865848973516291,0.3284714386092319,0.17630538298996884,-0.12056937078949741,-0.05051806843479088,0.4620948322937717,0.5391455133297793,0.24663062991409462,0.04368123354392425,-0.02701469854639349,0.013912563435136693,D_Sample4
07_25_84__s5,organoid,5501.0,2841.0,D_Sample4,GRCm39,2841,5501,9610,7,25,84,A7,C1,G12,2.108707507725868,shGFP,8766.0,2922,4,3,6,5,3,Generalist NE,0.8437716467798688,0.0,0.0,0.0,0.0,0.0,0.1562283532201308,0.0,0.8437716467798688,0.25129681693184625,0.16784899061485575,-0.08728090089903462,-0.057175077457756227,0.6708728253564094,0.018673145026986526,-0.0322906080588834,-0.10148615717563114,0.04445103244064155,-0.07265362730643425,D_Sample4
07_25_93__s5,organoid,10954.0,3987.0,D_Sample4,GRCm39,3987,10954,19063,7,25,93,A7,C1,H9,2.9943399671352933,shGFP,10369.0,3934,7,1,11,8,1,Generalist NE,0.8957175430104541,0.0,0.0,0.0,0.0,0.0,0.104282456989546,0.0,0.8957175430104541,0.21673324985245515,0.08438657346994222,-0.06557779875154618,-0.049485768357206986,0.13879255087167858,-0.0991958296519144,-0.12128508429124821,0.08944069126870602,0.08638876133002585,0.18816046981227294,D_Sample4
07_26_64__s5,organoid,11037.0,4060.0,D_Sample4,GRCm39,4060,11037,19261,7,26,64,A7,C2,F4,1.6580592552324,shGFP,10426.0,4048,3,2,5,4,2,Generalist NE,0.9614766008507275,0.0,0.0,0.0,0.0,0.03852339914927258,0.0,0.0,0.9614766008507275,0.2199926198207112,0.07477643305761444,-0.10466364892065258,-0.05864418965362461,0.4027443859720878,-0.03453520973452279,0.04033510466230106,-0.07409115717157377,0.07027480662226163,0.045874213007623066,D_Sample4
07_27_83__s5,organoid,8328.0,3669.0,D_Sample4,GRCm39,3669,8328,14595,7,27,83,A7,C3,G11,1.3808837656099904,shGFP,8960.0,3645,4,1,10,5,1,Generalist NE,0.8872305716029664,0.0,0.0,0.0,0.0,0.0,0.11276942839703369,0.0,0.8872305716029664,0.26153607810815904,0.09776620399950303,-0.09853841419542125,-0.04434566793187063,0.37949392192634634,-0.02436658739026204,0.05945585046954435,0.05249695034015456,0.0022328225182810663,-0.006898260226595371,D_Sample4
07_28_32__s5,organoid,9262.0,3681.0,D_Sample4,GRCm39,3681,9262,16161,7,28,32,A7,C4,C8,1.1120708270351976,shGFP,9342.0,3660,0,3,6,1,3,Generalist NE,0.9868908448507756,0.0,0.0,0.0,0.0,0.0,0.013109155149224323,0.0,0.9868908448507756,0.28041721572113176,0.12721324889920216,-0.1082151265386465,-0.055971094098011924,0.2758298808322242,0.3736356750607443,0.15072794756531693,0.059252810476306955,-0.05687599134743247,0.0167451113910162,D_Sample4
07_28_40__s5,organoid,15226.0,4899.0,D_Sample4,GRCm39,4899,15226,26955,7,28,40,A7,C4,D4,1.6813345593064493,shGFP,10471.0,4721,10,3,19,9,3,Generalist NE,0.9618105709303152,0.0,0.0,0.0,0.0,0.0270558546313842,0.011133574438300575,0.0,0.9618105709303152,0.2790355314076174,0.11706154118680873,-0.11777635484376248,-0.07072233174689366,0.37679999117021834,0.14806589398191916,0.1715266339302835,-0.023459163923517073,0.03207023112153619,0.01429448896206334,D_Sample4
07_28_70__s5,organoid,6866.0,3053.0,D_Sample4,GRCm39,3054,6867,12268,7,28,70,A7,C4,F10,1.878823186717157,shGFP,8929.0,3040,1,2,7,2,2,Generalist NE,0.924894484253329,0.0,0.0,0.0,0.0,0.05632772607491669,0.018777789671754606,0.0,0.924894484253329,0.29120410251457796,0.2022540284578877,-0.09016781567342362,-0.045308775770012764,0.3458389220910087,0.11335207921797474,0.14917724023097373,0.04129264920871581,0.023722690235999724,0.12285177445297471,D_Sample4
07_28_93__s5,organoid,8625.0,3578.0,D_Sample4,GRCm39,3578,8625,14905,7,28,93,A7,C4,H9,1.982608695652174,shGFP,9096.0,3564,0,3,6,1,3,Generalist NE,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.267107269723333,0.14155508159153318,-0.10369601359401631,-0.05317458229419773,0.24234533104497763,0.3405742065917433,0.09828397517856435,0.06718783157442884,0.010660134038648933,0.08662777611410807,D_Sample4
07_29_64__s5,organoid,9759.0,3760.0,D_Sample4,GRCm39,3760,9759,17422,7,29,64,A7,C5,F4,1.4755610205963725,shGFP,9740.0,3747,1,2,2,2,2,Neuroendocrine1,0.2817743993337723,0.0,0.0,0.0,0.0,0.7182256006662276,0.0,0.0,0.7182256006662276,0.327691278196401,0.19329641238170697,-0.1037951084002075,-0.04081111152569004,0.14300506475475544,0.5176390206369195,0.22529686427231121,0.007500964130528365,0.0074551384409309585,-0.03673336271638733,D_Sample4
07_31_22__s5,organoid,5822.0,2831.0,D_Sample4,GRCm39,2831,5822,10074,7,31,22,A7,C7,B10,0.9618687736173137,shGFP,8782.0,2857,4,2,7,5,2,Generalist NE,0.7872405287198179,0.0,0.0,0.0,0.0,0.2127594712801824,0.0,0.0,0.7872405287198179,0.4012332311068483,0.1950846626369675,-0.09288875299396163,-0.034754072929232244,0.2925393142891887,0.1338699642629122,-0.09247694695474001,-0.01769714150781812,-0.085626251081239,0.173620086710403,D_Sample4
07_31_41__s5,organoid,10746.0,4021.0,D_Sample4,GRCm39,4021,10746,18979,7,31,41,A7,C7,D5,1.0050251256281406,shGFP,10328.0,4002,0,3,6,1,3,Generalist NE,0.9956598548371116,0.0,0.0,0.0,0.0,0.0,0.00434014516288848,0.0,0.9956598548371116,0.32920312596574597,0.11624882903612749,-0.11224262598269583,-0.05829205026883276,0.48225373313436865,0.2675355634600766,0.12278154410035197,0.04644915409563469,-0.03800818216955465,0.11945431394386394,D_Sample4
07_31_85__s5,organoid,18008.0,5371.0,D_Sample4,GRCm39,5371,18008,31305,7,31,85,A7,C7,H1,0.9551310528653931,shGFP,10648.0,4806,9,2,2,10,2,Generalist NE,0.5112695046212736,0.0,0.0,0.0,0.0,0.4887304953787263,0.0,0.0,0.5112695046212736,0.33522052141325515,0.23685624950287393,-0.11371113586928683,-0.06094779421298099,0.2711508062112989,0.5213842453878217,0.09965473693404336,0.10360658190980415,0.040916360402862215,0.054180963940928195,D_Sample4
07_32_96__s5,organoid,13324.0,4582.0,D_Sample4,GRCm39,4582,13324,23154,7,32,96,A7,C8,H12,0.9606724707295107,shGFP,10629.0,4535,0,3,6,1,3,Generalist NE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.411488977226403,0.26446450309103486,-0.11442744074132219,-0.053037766167812445,0.27908554738820424,0.3429409105107387,0.38183762021062945,0.07551162649082196,-0.04272588734704508,0.08340539875338615,D_Sample4
07_34_33__s5,organoid,10777.0,4020.0,D_Sample4,GRCm39,4020,10777,18293,7,34,33,A7,C10,C9,1.1134824162568433,shGFP,10349.0,4004,17,2,8,14,2,Generalist NE,0.646459573448169,0.0,0.0,0.0,0.0,0.3535404265518312,0.0,0.0,0.646459573448169,0.33719958015787954,0.10288769593129238,-0.10889918682493616,-0.06931920025074495,0.35791603208851264,0.28356690815873337,0.08788746987115303,-0.03564881106095444,0.06249339748257371,0.06030146406783782,D_Sample4
07_34_86__s5,organoid,11870.0,4374.0,D_Sample4,GRCm39,4375,11871,20581,7,34,86,A7,C10,H2,1.2468407750631845,shGFP,10545.0,4343,20,6,13,3,6,Neuroendocrine1,0.18814423910203115,0.0,0.0,0.0,0.0,0.8118557608979688,0.0,0.0,0.8118557608979688,0.4081502623861906,0.19897010135809073,-0.12305466012954439,-0.05293060134904364,0.22267246251175854,0.5546388814284793,0.1926893955058263,0.03875689379603223,-0.05533928716731516,0.1840247897215908,D_Sample4
07_34_94__s5,organoid,5370.0,2565.0,D_Sample4,GRCm39,2565,5370,9488,7,34,94,A7,C10,H10,0.6703910614525139,shGFP,8840.0,2638,12,2,7,12,2,Neuroendocrine1,0.343304767193191,0.0,0.0,0.0,0.0,0.656695232806809,0.0,0.0,0.656695232806809,0.4299102058762292,0.21810725096020478,-0.08533715043432259,-0.03069588035173068,0.2950860280706882,0.3839062937878745,0.33728265341234226,0.08527655851664623,-0.06542747337016186,0.2733971149484955,D_Sample4
07_35_49__s5,organoid,7827.0,3406.0,D_Sample4,GRCm39,3406,7827,13540,7,35,49,A7,C11,E1,1.27762872109365,shGFP,8909.0,3390,1,2,7,2,2,Generalist NE,0.5726564523810604,0.0,0.0,0.0,0.0,0.42734354761893945,0.0,0.0,0.5726564523810604,0.37670118748700754,0.1736347860718604,-0.08935027797975395,-0.02773902106726891,0.24691620023556488,0.3863511286168801,0.35364371792178045,0.12066266672673207,0.031456553974300056,0.19372429194499952,D_Sample4
07_35_83__s5,organoid,10092.0,3736.0,D_Sample4,GRCm39,3736,10092,17743,7,35,83,A7,C11,G11,1.2187871581450653,shGFP,9991.0,3719,0,3,6,1,3,Generalist NE,0.8750151394562996,0.0,0.0,0.0,0.0,0.12498486054370032,0.0,0.0,0.8750151394562996,0.3310928172762182,0.15800926277934846,-0.10064936244483386,-0.052477781617735676,0.28193026023448925,0.5888012741973404,0.31069534634694235,-0.001283329087673396,-0.01672426727749582,0.010942224359758834,D_Sample4
07_36_23__s5,organoid,8191.0,3450.0,D_Sample4,GRCm39,3450,8191,14331,7,36,23,A7,C12,B11,1.1964351117079723,shGFP,8978.0,3436,3,3,6,4,3,Generalist NE,0.6525382062396697,0.0,0.0,0.0,0.0,0.34746179376033026,0.0,0.0,0.6525382062396697,0.3030622135931353,0.18623774750739996,-0.09191628033183019,-0.05413982004310492,0.3100749637727545,0.4435241854681327,0.2604132964561676,0.12406524135544272,0.0332946815498672,0.11891655755524308,D_Sample4
07_36_47__s5,organoid,12063.0,4445.0,D_Sample4,GRCm39,4445,12063,21426,7,36,47,A7,C12,D11,0.8124015584846224,shGFP,10595.0,4423,0,3,6,1,3,Neuroendocrine1,0.37806235940430105,0.0,0.0,0.0,0.0,0.6219376405956989,0.0,0.0,0.6219376405956989,0.3135904709250642,0.17765796107135962,-0.10186443198929522,-0.056981185886787133,0.24732846350030802,0.4702014554086533,0.08911952616210284,-0.011474817103601043,0.045688186542535064,-0.011992292834775625,D_Sample4
07_36_56__s5,organoid,7983.0,3433.0,D_Sample4,GRCm39,3433,7983,14463,7,36,56,A7,C12,E8,0.9645496680445947,shGFP,8938.0,3403,0,3,10,1,3,Generalist NE,0.926019092532362,0.0,0.0,0.0,0.0,0.07398090746763789,0.0,0.0,0.926019092532362,0.29095049087511843,0.13121114934651362,-0.08260921314182779,-0.033920051714702845,0.37196139992641847,0.3087848894228234,0.1582965266764128,0.1546411802513347,-0.03189709729222849,0.008775894820609975,D_Sample4
07_36_73__s5,organoid,9819.0,3623.0,D_Sample4,GRCm39,3623,9819,16830,7,36,73,A7,C12,G1,1.6498625114573784,shGFP,9794.0,3613,9,2,8,10,2,Generalist NE,0.6606802315952405,0.0,0.0,0.0,0.0,0.32343866692376255,0.015881101480996942,0.0,0.6606802315952405,0.351115227455545,0.10494678216159453,-0.10174666577822375,-0.04910255169555631,0.34224355411872526,0.4848023754891032,0.17523100852048107,-0.017646034313355125,0.04435476782226405,0.2004428367082134,D_Sample4
07_36_84__s5,organoid,9341.0,3735.0,D_Sample4,GRCm39,3735,9341,16282,7,36,84,A7,C12,G12,0.7922064018841666,shGFP,9408.0,3719,0,3,6,4,3,Generalist NE,0.7614818030623137,0.0,0.0,0.0,0.0,0.2385181969376862,0.0,0.0,0.7614818030623137,0.3091584598017453,0.13509788831320385,-0.09305599268201173,-0.04281383892012426,0.36203186378196556,0.46188349524568684,0.14648675350017926,0.13612557809413045,0.08119525224994298,0.059112521898052967,D_Sample4
07_37_27__s5,organoid,5026.0,2521.0,D_Sample4,GRCm39,2521,5026,8750,7,37,27,A7,D1,C3,1.1341026661360922,shGFP,8972.0,2634,1,2,7,2,2,Neuroendocrine1,0.45538833977913096,0.0,0.0,0.0,0.0,0.5446116602208689,0.0,0.0,0.5446116602208689,0.40437897202105344,0.19194624009594524,-0.09322242491057645,-0.040622281255100125,0.40252810080745693,0.2872242354989827,0.3051048598190979,-0.017298283094245692,-0.06105234722486742,0.14630649099875978,D_Sample4
07_37_44__s5,organoid,5879.0,2803.0,D_Sample4,GRCm39,2803,5879,10583,7,37,44,A7,D1,D8,2.0921925497533596,shGFP,8863.0,2816,9,2,8,10,2,Generalist NE,0.7212701380696556,0.0,0.0,0.0,0.0,0.27872986193034444,0.0,0.0,0.7212701380696556,0.32015391019168404,0.1574646120490361,-0.07254372929623695,-0.030532799209838243,0.28003026564884653,0.25291269613800044,0.17333384347986042,-0.014720233097537894,0.055936664456429364,-0.02042023088538719,D_Sample4
07_37_55__s5,organoid,9159.0,3675.0,D_Sample4,GRCm39,3675,9159,16138,7,37,55,A7,D1,E7,1.604978709466099,shGFP,9302.0,3659,9,2,8,10,2,Generalist NE,0.808133498146917,0.0,0.0,0.0,0.0,0.10063097012305172,0.09123553173003111,0.0,0.808133498146917,0.30879062636109966,0.13966656194571403,-0.097962129368986,-0.039109789222529015,0.4667582320454337,0.037639048135940045,-0.036105720504087446,-0.11269641868035662,0.02673804798441111,0.1171451046473832,D_Sample4
07_37_65__s5,organoid,5486.0,2778.0,D_Sample4,GRCm39,2779,5487,9473,7,37,65,A7,D1,F5,2.2785271600437476,shGFP,8816.0,2831,4,3,3,5,3,Generalist NE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2740665082962405,0.19086277926234058,-0.09277585777381511,-0.04368255578980529,0.36498910056978745,0.1358313133178084,0.12899993708649213,-0.08982179476085342,0.06602726876027748,0.10217999580488424,D_Sample4
07_37_77__s5,organoid,12449.0,4344.0,D_Sample4,GRCm39,4344,12449,21789,7,37,77,A7,D1,G5,1.1326210940637802,shGFP,10576.0,4326,0,3,6,1,3,Generalist NE,0.9349533329420907,0.0,0.0,0.0,0.0,0.06504666705790974,0.0,0.0,0.9349533329420907,0.30884956298394706,0.09212026222269898,-0.12192084868671732,-0.04503872854486596,0.34560095553462955,0.5725758520853077,0.3224629863109739,0.10427866699272445,0.017122695924742137,0.06364911250164007,D_Sample4
07_38_05__s5,organoid,6746.0,3137.0,D_Sample4,GRCm39,3137,6746,12092,7,38,5,A7,D2,A5,1.5713015120071154,shGFP,8817.0,3123,12,2,7,12,2,Generalist NE,0.8906383327718382,0.0,0.0,0.0,0.0,0.004342345504687993,0.10501932172347364,0.0,0.8906383327718382,0.3331035134317569,0.16492764192913772,-0.09449978535835729,-0.04268667263742609,0.4598933754350091,0.021460382708237136,0.0822535125650708,0.08185982135017661,0.09469223147854094,0.07629763136420403,D_Sample4
07_38_10__s5,organoid,11971.0,4408.0,D_Sample4,GRCm39,4408,11971,21282,7,38,10,A7,D2,A10,2.263804193467547,shGFP,10604.0,4384,0,3,6,1,3,Generalist NE,0.83102224161581,0.0,0.0,0.0,0.0,0.1689777583841902,0.0,0.0,0.83102224161581,0.3495114873424774,0.13108721510781202,-0.10855068044640702,-0.0486494968709061,0.3112166508626227,0.5485407703693304,0.48609098300895676,0.08278914319948424,0.006220839121935898,-0.021176089334451254,D_Sample4
07_38_57__s5,organoid,13735.0,4584.0,D_Sample4,GRCm39,4584,13735,24953,7,38,57,A7,D2,E9,1.4488532945030943,shGFP,10599.0,4523,0,3,6,1,3,Generalist NE,0.6586488353053872,0.0,0.0,0.0,0.0,0.3413511646946129,0.0,0.0,0.6586488353053872,0.26782252140689333,0.0786956845782571,-0.11796914737277833,-0.0671479945741201,0.3575830386615035,0.4675270023013414,0.1395385570162937,0.05365203682729652,0.018616692802269602,-0.010577902676004114,D_Sample4
07_38_65__s5,organoid,8559.0,3616.0,D_Sample4,GRCm39,3616,8559,14995,7,38,65,A7,D2,F5,1.8693772636990302,shGFP,9038.0,3599,17,2,8,14,2,Generalist NE,0.800727361507447,0.0,0.0,0.0,0.0,0.12872070406133584,0.070551934431217,0.0,0.800727361507447,0.2520792070974225,0.10791359220397334,-0.1013614823794122,-0.05768832074114015,0.28184342800095025,-0.05581093656717939,0.13615654608382582,-0.07932041831859912,0.11759267321133042,0.16255009742625356,D_Sample4
07_39_27__s5,organoid,14637.0,4814.0,D_Sample4,GRCm39,4814,14637,25383,7,39,27,A7,D3,C3,1.257088201134112,shGFP,10560.0,4719,1,2,5,2,2,Generalist NE,0.5536889142679502,0.0,0.0,0.0,0.0,0.4463110857320497,0.0,0.0,0.5536889142679502,0.35386838669390586,0.15866336662024522,-0.10690785812960274,-0.05287356489530161,0.34538727326279384,0.37788729492030904,0.19869015988758326,-0.10983170921158342,0.040843799103203224,0.029988826934843782,D_Sample4
07_40_12__s5,organoid,12964.0,4340.0,D_Sample4,GRCm39,4340,12964,22760,7,40,12,A7,D4,A12,1.349892008639309,shGFP,10574.0,4316,9,2,8,10,2,Generalist NE,0.520226363658628,0.0,0.0,0.0,0.0,0.4797736363413721,0.0,0.0,0.520226363658628,0.34060954004230404,0.24852448526849796,-0.10908579713230325,-0.04977647510711152,0.30277140228002086,0.31940483713593754,0.019702252462855452,-0.041528853630566714,-0.0651794340212364,0.09852654909283828,D_Sample4
07_41_51__s5,organoid,10562.0,3872.0,D_Sample4,GRCm39,3872,10562,18929,7,41,51,A7,D5,E3,0.9562582844158304,shGFP,10247.0,3859,1,2,4,2,2,Generalist NE,0.5006663044103171,0.0,0.0,0.0,0.0,0.49933369558968294,0.0,0.0,0.5006663044103171,0.3364712252572819,0.1318426896115264,-0.11781767569223071,-0.04338769678080707,0.191932325171761,0.41528122215428903,0.21525280410137432,-0.02217655616444436,0.0004963268686214162,0.14579260607399971,D_Sample4
07_41_58__s5,organoid,12218.0,4142.0,D_Sample4,GRCm39,4142,12218,21861,7,41,58,A7,D5,E10,1.6696677033884433,shGFP,10568.0,4120,1,2,2,2,2,Generalist NE,0.7004989462606878,0.0,0.0,0.0,0.0,0.2904461599190703,0.009054893820242237,0.0,0.7004989462606878,0.3349458856970439,0.06315796185919409,-0.1240374358834728,-0.057439078284280354,0.35426257123353927,0.20799239536978492,0.08169406216966374,-0.04200118173488673,0.016026151955000095,0.08639297963936707,D_Sample4
07_41_96__s5,organoid,16605.0,5176.0,D_Sample4,GRCm39,5176,16605,28610,7,41,96,A7,D5,H12,1.475459199036435,shGFP,10618.0,4817,1,2,2,2,2,Generalist NE,0.5798925426246146,0.0,0.0,0.0,0.0,0.4201074573753854,0.0,0.0,0.5798925426246146,0.4076073873655949,0.18995497937775968,-0.1266056733463084,-0.05312537890204401,0.27752106611468685,0.44448531020373966,0.1560587305159324,-0.02816198037964801,0.009889563167914825,0.1380688233647935,D_Sample4
07_42_83__s5,organoid,9301.0,3717.0,D_Sample4,GRCm39,3717,9301,16160,7,42,83,A7,D6,G11,1.4514568325986454,shGFP,9383.0,3697,6,2,8,7,2,Neuroendocrine1,0.24127819441574194,0.0,0.0,0.0,0.0,0.758721805584258,0.0,0.0,0.758721805584258,0.389482855623131,0.1972010383189008,-0.09270327309259382,-0.0433485335488727,0.13167386224162786,0.31280369419255905,0.15557547801846028,-0.028494471975941932,-0.024472174529508464,0.1519545113028346,D_Sample4
07_43_29__s5,organoid,11723.0,4094.0,D_Sample4,GRCm39,4094,11723,20138,7,43,29,A7,D7,C5,1.36483835195769,shGFP,10541.0,4054,7,4,12,8,4,Neuroendocrine1,0.1412060855488991,0.0,0.0,0.0,0.0,0.8587939144511008,0.0,0.0,0.8587939144511008,0.4218157372063588,0.4137887124030129,-0.10954735001371235,-0.04822600866089549,0.10149181241906852,0.7126429624626205,0.5081652477147306,0.06307219754572835,-0.005295374475995568,0.29196919005737243,D_Sample4
07_43_69__s5,organoid,13508.0,4529.0,D_Sample4,GRCm39,4529,13508,23744,7,43,69,A7,D7,F9,1.1178560852827955,shGFP,10634.0,4469,9,2,8,10,2,Generalist NE,0.5676120942120136,0.0,0.0,0.0,0.0,0.4323879057879865,0.0,0.0,0.5676120942120136,0.3245172128751699,0.15334309652797562,-0.12439769429182093,-0.06274857485546623,0.283300814292152,0.36226148776046946,0.006239625022786355,-0.0010171780359923277,0.017616814325444763,0.014916744417220046,D_Sample4
07_43_93__s5,organoid,7808.0,3422.0,D_Sample4,GRCm39,3422,7808,13675,7,43,93,A7,D7,H9,1.1270491803278688,shGFP,8925.0,3408,9,2,8,10,2,Generalist NE,0.8538062305583066,0.0,0.0,0.0,0.0,0.09050245936225007,0.055691310079443064,0.0,0.8538062305583066,0.273996712272979,0.10651146281411761,-0.09007527886018485,-0.02898155485765227,0.20131099160252391,0.14254283072296386,0.044371377940265244,0.05215280743792139,0.04475346752934209,0.07940672722094694,D_Sample4
07_44_51__s5,organoid,15263.0,4770.0,D_Sample4,GRCm39,4770,15263,27506,7,44,51,A7,D8,E3,0.8910437004520736,shGFP,10550.0,4591,0,3,6,1,3,Generalist NE,0.9615314188827532,0.0,0.0,0.0,0.0,0.03846858111724693,0.0,0.0,0.9615314188827532,0.28843944074986777,0.11813005924132602,-0.12070381978949367,-0.07035962034842413,0.337167081362634,0.36654918848881024,0.12527079227629662,-0.018036420473422438,-0.051238481168943514,0.10167302992960314,D_Sample4
07_44_78__s5,organoid,11163.0,3907.0,D_Sample4,GRCm39,3907,11163,19469,7,44,78,A7,D8,G6,1.469139120308161,shGFP,10430.0,3890,0,3,6,1,3,Generalist NE,0.976216371417155,0.0,0.0,0.0,0.0,0.023783628582844885,0.0,0.0,0.976216371417155,0.3161700344762869,0.12680944953058115,-0.10475657667274207,-0.05259593973899577,0.5651666117503737,0.5679410421694425,0.3410672945177044,0.050296313559382216,-0.055239663523155166,0.20601281996803697,D_Sample4
07_45_09__s5,organoid,8830.0,3745.0,D_Sample4,GRCm39,3745,8830,15497,7,45,9,A7,D9,A9,1.4949037372593432,shGFP,9135.0,3723,16,2,15,13,2,Generalist NE,0.9586872141942194,0.0,0.0,0.0,0.0,0.04131278580578063,0.0,0.0,0.9586872141942194,0.3079515388229196,0.17032050306034213,-0.1094345580417316,-0.038092347699324146,0.3847894195487477,0.10878711522018453,0.09358962296087114,-0.06565644688631427,0.08591056340143995,0.0008601191996566171,D_Sample4
