,tf,target,key
14564,Rela,4930447K03Rik,Rela_4930447K03Rik
14565,Rela,4930463O16Rik,Rela_4930463O16Rik
14566,Rela,4930467K11Rik,Rela_4930467K11Rik
14567,Rela,4930473O22Rik,Rela_4930473O22Rik
14568,Rela,4930483J18Rik,Rela_4930483J18Rik
14569,Rela,4930486F22Rik,Rela_4930486F22Rik
14570,Rela,4930513D17Rik,Rela_4930513D17Rik
14571,Rela,4930517M08Rik,Rela_4930517M08Rik
14574,Rela,4930529K09Rik,Rela_4930529K09Rik
14575,Rela,4930529L06Rik,Rela_4930529L06Rik
14576,Rela,4930539M17Rik,Rela_4930539M17Rik
14577,Rela,4930542M03Rik,Rela_4930542M03Rik
14578,Rela,4930543E12Rik,Rela_4930543E12Rik
14579,Rela,4930549C15Rik,Rela_4930549C15Rik
14580,Rela,4930554I06Rik,Rela_4930554I06Rik
14582,Rela,4930564D02Rik,Rela_4930564D02Rik
14583,Rela,4930578M01Rik,Rela_4930578M01Rik
14585,Rela,4930592A05Rik,Rela_4930592A05Rik
14587,Rela,4931408D14Rik,Rela_4931408D14Rik
14588,Rela,4931428F04Rik,Rela_4931428F04Rik
14590,Rela,4932438H23Rik,Rela_4932438H23Rik
14592,Rela,4933402D24Rik,Rela_4933402D24Rik
14595,Rela,4933405E24Rik,Rela_4933405E24Rik
14596,Rela,4933406D12Rik,Rela_4933406D12Rik
14597,Rela,4933407E24Rik,Rela_4933407E24Rik
14601,Rela,4933416C03Rik,Rela_4933416C03Rik
14602,Rela,4933422A05Rik,Rela_4933422A05Rik
14603,Rela,4933425B07Rik,Rela_4933425B07Rik
14604,Rela,4933428G20Rik,Rela_4933428G20Rik
14606,Rela,4933433G15Rik,Rela_4933433G15Rik
14607,Rela,4933433H22Rik,Rela_4933433H22Rik
14611,Rela,5430437J10Rik,Rela_5430437J10Rik
14613,Rela,5730435O14Rik,Rela_5730435O14Rik
14615,Rela,6030471H07Rik,Rela_6030471H07Rik
14616,Rela,6330415B21Rik,Rela_6330415B21Rik
14618,Rela,7420700N18Rik,Rela_7420700N18Rik
14619,Rela,8430408G22Rik,Rela_8430408G22Rik
14620,Rela,8430426J06Rik,Rela_8430426J06Rik
14621,Rela,8430430B14Rik,Rela_8430430B14Rik
14623,Rela,9130401M01Rik,Rela_9130401M01Rik
14628,Rela,9430018G01Rik,Rela_9430018G01Rik
14630,Rela,9930111J21Rik1,Rela_9930111J21Rik1
14632,Rela,A1bg,Rela_A1bg
14635,Rela,A330074K22Rik,Rela_A330074K22Rik
14636,Rela,A430090L17Rik,Rela_A430090L17Rik
14640,Rela,A530072M11Rik,Rela_A530072M11Rik
14642,Rela,A630001O12Rik,Rela_A630001O12Rik
14643,Rela,A630023A22Rik,Rela_A630023A22Rik
14645,Rela,A730020M07Rik,Rela_A730020M07Rik
14647,Rela,A930015D03Rik,Rela_A930015D03Rik
14652,Rela,AI837181,Rela_AI837181
14653,Rela,AI839979,Rela_AI839979
14656,Rela,AW112010,Rela_AW112010
14657,Rela,AY761185,Rela_AY761185
14659,Rela,Abca1,Rela_Abca1
14662,Rela,Abcc1,Rela_Abcc1
14665,Rela,Abi1,Rela_Abi1
14667,Rela,Ablim1,Rela_Ablim1
14668,Rela,Ablim2,Rela_Ablim2
14669,Rela,Abr,Rela_Abr
14670,Rela,Abtb2,Rela_Abtb2
14671,Rela,Acaa1a,Rela_Acaa1a
14673,Rela,Acap2,Rela_Acap2
14674,Rela,Acat3,Rela_Acat3
14677,Rela,Acod1,Rela_Acod1
14679,Rela,Acot7,Rela_Acot7
14680,Rela,Acox1,Rela_Acox1
14684,Rela,Acta2,Rela_Acta2
14689,Rela,Acvr1b,Rela_Acvr1b
14692,Rela,Ada,Rela_Ada
14693,Rela,Adam17,Rela_Adam17
14694,Rela,Adam19,Rela_Adam19
14697,Rela,Adam9,Rela_Adam9
14699,Rela,Adamts14,Rela_Adamts14
14700,Rela,Adamts18,Rela_Adamts18
14702,Rela,Adamts6,Rela_Adamts6
14703,Rela,Adamtsl4,Rela_Adamtsl4
14704,Rela,Adcy7,Rela_Adcy7
14709,Rela,Adgrf3,Rela_Adgrf3
14710,Rela,Adhfe1,Rela_Adhfe1
14712,Rela,Adora2a,Rela_Adora2a
14713,Rela,Adra2a,Rela_Adra2a
14715,Rela,Afap1l2,Rela_Afap1l2
14716,Rela,Afmid,Rela_Afmid
14718,Rela,Aggf1,Rela_Aggf1
14721,Rela,Ahnak,Rela_Ahnak
14724,Rela,Aip,Rela_Aip
14725,Rela,Airn,Rela_Airn
14728,Rela,Akap1,Rela_Akap1
14729,Rela,Akap10,Rela_Akap10
14730,Rela,Akap2,Rela_Akap2
14731,Rela,Akap5,Rela_Akap5
14732,Rela,Akap7,Rela_Akap7
14735,Rela,Akr1e1,Rela_Akr1e1
14736,Rela,Akt2,Rela_Akt2
14737,Rela,Aldh1a1,Rela_Aldh1a1
14738,Rela,Aldh3a1,Rela_Aldh3a1
14740,Rela,Alg6,Rela_Alg6
14743,Rela,Alpk1,Rela_Alpk1
14746,Rela,Amn1,Rela_Amn1
14747,Rela,Amotl2,Rela_Amotl2
14750,Rela,Ang,Rela_Ang
14752,Rela,Angptl4,Rela_Angptl4
14755,Rela,Ankef1,Rela_Ankef1
14757,Rela,Ankmy1,Rela_Ankmy1
14758,Rela,Ankrd1,Rela_Ankrd1
14761,Rela,Ankzf1,Rela_Ankzf1
14762,Rela,Anln,Rela_Anln
14769,Rela,Anxa6,Rela_Anxa6
14771,Rela,Aoah,Rela_Aoah
14772,Rela,Aox1,Rela_Aox1
14774,Rela,Ap4e1,Rela_Ap4e1
14775,Rela,Apba3,Rela_Apba3
14777,Rela,Apobec3,Rela_Apobec3
14779,Rela,Apol10b,Rela_Apol10b
14780,Rela,Apol6,Rela_Apol6
14781,Rela,Apol9a,Rela_Apol9a
14782,Rela,Apol9b,Rela_Apol9b
14783,Rela,Apon,Rela_Apon
14785,Rela,Arf4,Rela_Arf4
14786,Rela,Arg2,Rela_Arg2
14790,Rela,Arhgap20os,Rela_Arhgap20os
14792,Rela,Arhgap24,Rela_Arhgap24
14797,Rela,Arhgap45,Rela_Arhgap45
14801,Rela,Arhgef3,Rela_Arhgef3
14804,Rela,Arid2,Rela_Arid2
14805,Rela,Arid3b,Rela_Arid3b
14807,Rela,Arid5b,Rela_Arid5b
14809,Rela,Arl5c,Rela_Arl5c
14811,Rela,Arpc1b,Rela_Arpc1b
14812,Rela,Arpin,Rela_Arpin
14816,Rela,Art3,Rela_Art3
14817,Rela,Arvcf,Rela_Arvcf
14818,Rela,Asb12,Rela_Asb12
14819,Rela,Asb5,Rela_Asb5
14824,Rela,Atf1,Rela_Atf1
14826,Rela,Atg10,Rela_Atg10
14832,Rela,Atp13a3,Rela_Atp13a3
14834,Rela,Atp2b4,Rela_Atp2b4
14835,Rela,Atp5b,Rela_Atp5b
14836,Rela,Atp6v0c,Rela_Atp6v0c
14837,Rela,Atp6v1e2,Rela_Atp6v1e2
14838,Rela,Atp8a1,Rela_Atp8a1
14839,Rela,Atp8b3,Rela_Atp8b3
14840,Rela,Atr,Rela_Atr
14844,Rela,Azin1,Rela_Azin1
14845,Rela,B230216N24Rik,Rela_B230216N24Rik
14847,Rela,B2m,Rela_B2m
14849,Rela,B3gnt7,Rela_B3gnt7
14851,Rela,B4galt5,Rela_B4galt5
14852,Rela,B930092H01Rik,Rela_B930092H01Rik
14853,Rela,B930095G15Rik,Rela_B930095G15Rik
14854,Rela,BC029722,Rela_BC029722
14856,Rela,BC051537,Rela_BC051537
14857,Rela,Baalc,Rela_Baalc
14858,Rela,Bach1,Rela_Bach1
14860,Rela,Bahcc1,Rela_Bahcc1
14861,Rela,Baiap2,Rela_Baiap2
14862,Rela,Bbc3,Rela_Bbc3
14863,Rela,Bcar1,Rela_Bcar1
14864,Rela,Bcas1os2,Rela_Bcas1os2
14866,Rela,Bcl10,Rela_Bcl10
14870,Rela,Bcl3,Rela_Bcl3
14874,Rela,Bdkrb1,Rela_Bdkrb1
14877,Rela,Bgn,Rela_Bgn
14879,Rela,Bicd2,Rela_Bicd2
14880,Rela,Bin3,Rela_Bin3
14881,Rela,Birc2,Rela_Birc2
14882,Rela,Birc3,Rela_Birc3
14885,Rela,Bloc1s1,Rela_Bloc1s1
14887,Rela,Bloodlinc,Rela_Bloodlinc
14889,Rela,Bmp2k,Rela_Bmp2k
14890,Rela,Bmper,Rela_Bmper
14891,Rela,Bnc1,Rela_Bnc1
14893,Rela,Bnip3l,Rela_Bnip3l
14894,Rela,Bok,Rela_Bok
14895,Rela,Bphl,Rela_Bphl
14899,Rela,Brd7,Rela_Brd7
14900,Rela,Brox,Rela_Brox
14906,Rela,Btg1-ps1,Rela_Btg1-ps1
14909,Rela,Bvht,Rela_Bvht
14911,Rela,C1qtnf1,Rela_C1qtnf1
14913,Rela,C1ra,Rela_C1ra
14914,Rela,C1rb,Rela_C1rb
14915,Rela,C1rl,Rela_C1rl
14916,Rela,C1s1,Rela_C1s1
14917,Rela,C1s2,Rela_C1s2
14918,Rela,C230072F16Rik,Rela_C230072F16Rik
14920,Rela,C3,Rela_C3
14924,Rela,C730027H18Rik,Rela_C730027H18Rik
14927,Rela,Cabp4,Rela_Cabp4
14928,Rela,Cachd1,Rela_Cachd1
14929,Rela,Cacna1c,Rela_Cacna1c
14933,Rela,Camk2a,Rela_Camk2a
14934,Rela,Camkk2,Rela_Camkk2
14935,Rela,Camp,Rela_Camp
14936,Rela,Capg,Rela_Capg
14938,Rela,Capn5,Rela_Capn5
14939,Rela,Car13,Rela_Car13
14945,Rela,Casp12,Rela_Casp12
14946,Rela,Casp14,Rela_Casp14
14947,Rela,Casp4,Rela_Casp4
14948,Rela,Casp7,Rela_Casp7
14949,Rela,Casq1,Rela_Casq1
14952,Rela,Cavin1,Rela_Cavin1
14954,Rela,Cbx5,Rela_Cbx5
14957,Rela,Ccdc124,Rela_Ccdc124
14959,Rela,Ccdc141,Rela_Ccdc141
14964,Rela,Ccdc97,Rela_Ccdc97
14966,Rela,Ccl2,Rela_Ccl2
14967,Rela,Ccl20,Rela_Ccl20
14968,Rela,Ccl28,Rela_Ccl28
14969,Rela,Ccl5,Rela_Ccl5
14970,Rela,Ccl7,Rela_Ccl7
14971,Rela,Ccl8,Rela_Ccl8
14973,Rela,Ccnh,Rela_Ccnh
14974,Rela,Ccnl1,Rela_Ccnl1
14976,Rela,Ccr9,Rela_Ccr9
14977,Rela,Ccrl2,Rela_Ccrl2
14980,Rela,Cd302,Rela_Cd302
14982,Rela,Cd44,Rela_Cd44
14983,Rela,Cd47,Rela_Cd47
14985,Rela,Cd55b,Rela_Cd55b
14986,Rela,Cd74,Rela_Cd74
14987,Rela,Cd80,Rela_Cd80
14988,Rela,Cd82,Rela_Cd82
14989,Rela,Cdc42bpg,Rela_Cdc42bpg
14992,Rela,Cdhr1,Rela_Cdhr1
14996,Rela,Cdsn,Rela_Cdsn
14998,Rela,Ceacam3,Rela_Ceacam3
15003,Rela,Cep162,Rela_Cep162
15004,Rela,Cep68,Rela_Cep68
15005,Rela,Cep70,Rela_Cep70
15006,Rela,Cep95,Rela_Cep95
15007,Rela,Ces1a,Rela_Ces1a
15008,Rela,Ces1g,Rela_Ces1g
15009,Rela,Ces2b,Rela_Ces2b
15010,Rela,Ces2c,Rela_Ces2c
15011,Rela,Ces2d-ps,Rela_Ces2d-ps
15012,Rela,Ces2f,Rela_Ces2f
15013,Rela,Ces2h,Rela_Ces2h
15015,Rela,Cfap126,Rela_Cfap126
15017,Rela,Cfap61,Rela_Cfap61
15018,Rela,Cfap69,Rela_Cfap69
15019,Rela,Cfb,Rela_Cfb
15020,Rela,Cfh,Rela_Cfh
15022,Rela,Cga,Rela_Cga
15023,Rela,Cgn,Rela_Cgn
15024,Rela,Cgnl1,Rela_Cgnl1
15026,Rela,Chac1,Rela_Chac1
15028,Rela,Chd2,Rela_Chd2
15029,Rela,Chd5,Rela_Chd5
15032,Rela,Chil1,Rela_Chil1
15034,Rela,Chn2,Rela_Chn2
15035,Rela,Chrac1,Rela_Chrac1
15039,Rela,Cish,Rela_Cish
15041,Rela,Clasp2,Rela_Clasp2
15042,Rela,Clca2,Rela_Clca2
15043,Rela,Clca3a2,Rela_Clca3a2
15045,Rela,Clcn3,Rela_Clcn3
15047,Rela,Cldn18,Rela_Cldn18
15049,Rela,Clec2d,Rela_Clec2d
15051,Rela,Clmp,Rela_Clmp
15054,Rela,Cmss1,Rela_Cmss1
15055,Rela,Cntnap1,Rela_Cntnap1
15056,Rela,Cntnap2,Rela_Cntnap2
15059,Rela,Col17a1,Rela_Col17a1
15060,Rela,Col18a1,Rela_Col18a1
15061,Rela,Col1a2,Rela_Col1a2
15062,Rela,Col3a1,Rela_Col3a1
15065,Rela,Col8a1,Rela_Col8a1
15067,Rela,Comt,Rela_Comt
15068,Rela,Cops8,Rela_Cops8
15069,Rela,Coq8b,Rela_Coq8b
15072,Rela,Cp,Rela_Cp
15073,Rela,Cpeb1,Rela_Cpeb1
15078,Rela,Crb2,Rela_Crb2
15083,Rela,Crim1,Rela_Crim1
15085,Rela,Crlf2,Rela_Crlf2
15090,Rela,Csf1,Rela_Csf1
15091,Rela,Csf2,Rela_Csf2
15092,Rela,Csf3,Rela_Csf3
15093,Rela,Csprs,Rela_Csprs
15095,Rela,Cstad,Rela_Cstad
15096,Rela,Cstb,Rela_Cstb
15097,Rela,Ctdp1,Rela_Ctdp1
15098,Rela,Ctgf,Rela_Ctgf
15099,Rela,Ctps,Rela_Ctps
15100,Rela,Ctsb,Rela_Ctsb
15104,Rela,Cuedc1,Rela_Cuedc1
15107,Rela,Cul9,Rela_Cul9
15109,Rela,Cxcl1,Rela_Cxcl1
15110,Rela,Cxcl10,Rela_Cxcl10
15111,Rela,Cxcl11,Rela_Cxcl11
15112,Rela,Cxcl16,Rela_Cxcl16
15113,Rela,Cxcl5,Rela_Cxcl5
15114,Rela,Cxcl9,Rela_Cxcl9
15117,Rela,Cxxc5,Rela_Cxxc5
15118,Rela,Cyb561,Rela_Cyb561
15119,Rela,Cyb5a,Rela_Cyb5a
15120,Rela,Cyb5b,Rela_Cyb5b
15122,Rela,Cybb,Rela_Cybb
15124,Rela,Cygb,Rela_Cygb
15125,Rela,Cyld,Rela_Cyld
15127,Rela,Cyp1b1,Rela_Cyp1b1
15128,Rela,Cyp27b1,Rela_Cyp27b1
15129,Rela,Cyp2c23,Rela_Cyp2c23
15131,Rela,Cyth3,Rela_Cyth3
15132,Rela,D10Wsu102e,Rela_D10Wsu102e
15135,Rela,D17H6S56E-5,Rela_D17H6S56E-5
15136,Rela,D430020J02Rik,Rela_D430020J02Rik
15137,Rela,D5Ertd579e,Rela_D5Ertd579e
15138,Rela,D630003M21Rik,Rela_D630003M21Rik
15140,Rela,D7Ertd443e,Rela_D7Ertd443e
15142,Rela,D930048N14Rik,Rela_D930048N14Rik
15143,Rela,Daam1,Rela_Daam1
15145,Rela,Dab2ip,Rela_Dab2ip
15146,Rela,Dbx2,Rela_Dbx2
15148,Rela,Dclk1,Rela_Dclk1
15149,Rela,Dcn,Rela_Dcn
15150,Rela,Dctn6,Rela_Dctn6
15153,Rela,Ddr1,Rela_Ddr1
15154,Rela,Ddr2,Rela_Ddr2
15159,Rela,Def8,Rela_Def8
15160,Rela,Defa-ps13,Rela_Defa-ps13
15161,Rela,Defb33,Rela_Defb33
15162,Rela,Defb40,Rela_Defb40
15165,Rela,Dennd6a,Rela_Dennd6a
15166,Rela,Derl3,Rela_Derl3
15169,Rela,Dhrs9,Rela_Dhrs9
15171,Rela,Dhx33,Rela_Dhx33
15176,Rela,Dlc1,Rela_Dlc1
15178,Rela,Dnah8,Rela_Dnah8
15179,Rela,Dnaic2,Rela_Dnaic2
15180,Rela,Dnaja2,Rela_Dnaja2
15181,Rela,Dnajb1,Rela_Dnajb1
15188,Rela,Dot1l,Rela_Dot1l
15192,Rela,Drc1,Rela_Drc1
15193,Rela,Dreh,Rela_Dreh
15194,Rela,Dse,Rela_Dse
15195,Rela,Dsg2,Rela_Dsg2
15197,Rela,Dstn,Rela_Dstn
15201,Rela,Dtwd1,Rela_Dtwd1
15203,Rela,Dus2,Rela_Dus2
15206,Rela,Dusp11,Rela_Dusp11
15207,Rela,Dusp4,Rela_Dusp4
15209,Rela,Dusp6,Rela_Dusp6
15210,Rela,Dusp7,Rela_Dusp7
15211,Rela,Dync1i2,Rela_Dync1i2
15216,Rela,E030011O05Rik,Rela_E030011O05Rik
15217,Rela,E230013L22Rik,Rela_E230013L22Rik
15220,Rela,E230029C05Rik,Rela_E230029C05Rik
15221,Rela,E330011O21Rik,Rela_E330011O21Rik
15222,Rela,Ear4,Rela_Ear4
15223,Rela,Echdc3,Rela_Echdc3
15225,Rela,Ecscr,Rela_Ecscr
15227,Rela,Edem1,Rela_Edem1
15231,Rela,Egfr,Rela_Egfr
15234,Rela,Ehbp1l1,Rela_Ehbp1l1
15235,Rela,Ehd1,Rela_Ehd1
15237,Rela,Eid2,Rela_Eid2
15239,Rela,Eif3c,Rela_Eif3c
15240,Rela,Eif4ebp3,Rela_Eif4ebp3
15242,Rela,Eif6,Rela_Eif6
15244,Rela,Elk3,Rela_Elk3
15245,Rela,Ell,Rela_Ell
15246,Rela,Elmod2,Rela_Elmod2
15248,Rela,Emc4,Rela_Emc4
15250,Rela,Emilin2,Rela_Emilin2
15251,Rela,Eml1,Rela_Eml1
15252,Rela,Eml6,Rela_Eml6
15254,Rela,Enc1,Rela_Enc1
15255,Rela,Endod1,Rela_Endod1
15258,Rela,Enpp4,Rela_Enpp4
15261,Rela,Epb41l2,Rela_Epb41l2
15266,Rela,Epn2,Rela_Epn2
15267,Rela,Eps8l3,Rela_Eps8l3
15269,Rela,Ereg,Rela_Ereg
15272,Rela,Ero1l,Rela_Ero1l
15274,Rela,Etfbkmt,Rela_Etfbkmt
15276,Rela,Ets1,Rela_Ets1
15279,Rela,F11r,Rela_F11r
15283,Rela,Faf2,Rela_Faf2
15284,Rela,Fam107b,Rela_Fam107b
15286,Rela,Fam110c,Rela_Fam110c
15287,Rela,Fam117a,Rela_Fam117a
15289,Rela,Fam129b,Rela_Fam129b
15290,Rela,Fam129c,Rela_Fam129c
15295,Rela,Fam187a,Rela_Fam187a
15296,Rela,Fam26e,Rela_Fam26e
15297,Rela,Fam26f,Rela_Fam26f
15304,Rela,Farp1,Rela_Farp1
15305,Rela,Fas,Rela_Fas
15306,Rela,Fbll1,Rela_Fbll1
15307,Rela,Fbln2,Rela_Fbln2
15311,Rela,Fbxl3,Rela_Fbxl3
15312,Rela,Fbxl5,Rela_Fbxl5
15313,Rela,Fbxo15,Rela_Fbxo15
15315,Rela,Fbxw11,Rela_Fbxw11
15316,Rela,Fbxw17,Rela_Fbxw17
15317,Rela,Fcer1g,Rela_Fcer1g
15320,Rela,Fcrlb,Rela_Fcrlb
15325,Rela,Fhod3,Rela_Fhod3
15326,Rela,Fignl2,Rela_Fignl2
15329,Rela,Flnb,Rela_Flnb
15332,Rela,Fmo2,Rela_Fmo2
15333,Rela,Fosl2,Rela_Fosl2
15336,Rela,Foxp1,Rela_Foxp1
15337,Rela,Foxp4,Rela_Foxp4
15338,Rela,Foxs1,Rela_Foxs1
15339,Rela,Fpr1,Rela_Fpr1
15343,Rela,Frs2,Rela_Frs2
15344,Rela,Fsd2,Rela_Fsd2
15346,Rela,Fth1,Rela_Fth1
15348,Rela,Fxn,Rela_Fxn
15353,Rela,G530011O06Rik,Rela_G530011O06Rik
15354,Rela,G630071F17Rik,Rela_G630071F17Rik
15358,Rela,Gadd45a,Rela_Gadd45a
15359,Rela,Gadd45b,Rela_Gadd45b
15363,Rela,Gas2l1,Rela_Gas2l1
15364,Rela,Gas7,Rela_Gas7
15366,Rela,Gbp10,Rela_Gbp10
15367,Rela,Gbp11,Rela_Gbp11
15368,Rela,Gbp2,Rela_Gbp2
15369,Rela,Gbp3,Rela_Gbp3
15370,Rela,Gbp4,Rela_Gbp4
15371,Rela,Gbp5,Rela_Gbp5
15372,Rela,Gbp6,Rela_Gbp6
15373,Rela,Gbp7,Rela_Gbp7
15374,Rela,Gbp9,Rela_Gbp9
15376,Rela,Gch1,Rela_Gch1
15379,Rela,Gda,Rela_Gda
15381,Rela,Gfap,Rela_Gfap
15382,Rela,Gfm1,Rela_Gfm1
15384,Rela,Gfpt2,Rela_Gfpt2
15385,Rela,Gfra2,Rela_Gfra2
15388,Rela,Ggt6,Rela_Ggt6
15392,Rela,Gjb4,Rela_Gjb4
15393,Rela,Glis2,Rela_Glis2
15394,Rela,Glod4,Rela_Glod4
15395,Rela,Gls2,Rela_Gls2
15397,Rela,Gm10248,Rela_Gm10248
15400,Rela,Gm10494,Rela_Gm10494
15402,Rela,Gm10646,Rela_Gm10646
15404,Rela,Gm10785,Rela_Gm10785
15405,Rela,Gm10941,Rela_Gm10941
15406,Rela,Gm11127,Rela_Gm11127
15409,Rela,Gm11520,Rela_Gm11520
15410,Rela,Gm11627,Rela_Gm11627
15411,Rela,Gm11715,Rela_Gm11715
15413,Rela,Gm12381,Rela_Gm12381
15415,Rela,Gm13102,Rela_Gm13102
15416,Rela,Gm13293,Rela_Gm13293
15417,Rela,Gm13498,Rela_Gm13498
15418,Rela,Gm13544,Rela_Gm13544
15420,Rela,Gm13710,Rela_Gm13710
15424,Rela,Gm14005,Rela_Gm14005
15425,Rela,Gm14164,Rela_Gm14164
15426,Rela,Gm14327,Rela_Gm14327
15428,Rela,Gm15328,Rela_Gm15328
15430,Rela,Gm15408,Rela_Gm15408
15431,Rela,Gm15441,Rela_Gm15441
15432,Rela,Gm15471,Rela_Gm15471
15433,Rela,Gm15545,Rela_Gm15545
15434,Rela,Gm15987,Rela_Gm15987
15435,Rela,Gm1604b,Rela_Gm1604b
15438,Rela,Gm16677,Rela_Gm16677
15440,Rela,Gm16712,Rela_Gm16712
15441,Rela,Gm16793,Rela_Gm16793
15443,Rela,Gm16998,Rela_Gm16998
15444,Rela,Gm1720,Rela_Gm1720
15448,Rela,Gm19277,Rela_Gm19277
15451,Rela,Gm19589,Rela_Gm19589
15452,Rela,Gm19619,Rela_Gm19619
15454,Rela,Gm19705,Rela_Gm19705
15455,Rela,Gm19723,Rela_Gm19723
15457,Rela,Gm20110,Rela_Gm20110
15458,Rela,Gm20139,Rela_Gm20139
15460,Rela,Gm20544,Rela_Gm20544
15461,Rela,Gm20556,Rela_Gm20556
15462,Rela,Gm20744,Rela_Gm20744
15466,Rela,Gm21944,Rela_Gm21944
15469,Rela,Gm26641,Rela_Gm26641
15470,Rela,Gm26684,Rela_Gm26684
15472,Rela,Gm26689,Rela_Gm26689
15473,Rela,Gm29443,Rela_Gm29443
15474,Rela,Gm29684,Rela_Gm29684
15476,Rela,Gm31763,Rela_Gm31763
15477,Rela,Gm33104,Rela_Gm33104
15479,Rela,Gm3704,Rela_Gm3704
15483,Rela,Gm4262,Rela_Gm4262
15487,Rela,Gm4925,Rela_Gm4925
15489,Rela,Gm5086,Rela_Gm5086
15490,Rela,Gm5122,Rela_Gm5122
15491,Rela,Gm5627,Rela_Gm5627
15492,Rela,Gm572,Rela_Gm572
15495,Rela,Gm6034,Rela_Gm6034
15498,Rela,Gm6093,Rela_Gm6093
15499,Rela,Gm6116,Rela_Gm6116
15500,Rela,Gm6194,Rela_Gm6194
15501,Rela,Gm6607,Rela_Gm6607
15502,Rela,Gm6623,Rela_Gm6623
15504,Rela,Gm6936,Rela_Gm6936
15505,Rela,Gm7008,Rela_Gm7008
15506,Rela,Gm7244,Rela_Gm7244
15508,Rela,Gm7932,Rela_Gm7932
15510,Rela,Gm805,Rela_Gm805
15512,Rela,Gm8615,Rela_Gm8615
15513,Rela,Gm8883,Rela_Gm8883
15514,Rela,Gm904,Rela_Gm904
15515,Rela,Gm9079,Rela_Gm9079
15516,Rela,Gm9530,Rela_Gm9530
15517,Rela,Gm9731,Rela_Gm9731
15518,Rela,Gm9833,Rela_Gm9833
15521,Rela,Gna13,Rela_Gna13
15523,Rela,Gnaq,Rela_Gnaq
15524,Rela,Gnpda1,Rela_Gnpda1
15525,Rela,Gnptab,Rela_Gnptab
15528,Rela,Golt1a,Rela_Golt1a
15530,Rela,Gpam,Rela_Gpam
15531,Rela,Gpatch2l,Rela_Gpatch2l
15532,Rela,Gpbp1,Rela_Gpbp1
15537,Rela,Gpr176,Rela_Gpr176
15538,Rela,Gpr39,Rela_Gpr39
15540,Rela,Gpr85,Rela_Gpr85
15541,Rela,Gprc5a,Rela_Gprc5a
15542,Rela,Gprc5d,Rela_Gprc5d
15546,Rela,Gpx4,Rela_Gpx4
15547,Rela,Gramd1a,Rela_Gramd1a
15548,Rela,Gramd1b,Rela_Gramd1b
15549,Rela,Gramd3,Rela_Gramd3
15553,Rela,Greb1,Rela_Greb1
15554,Rela,Gsap,Rela_Gsap
15557,Rela,Gsdmd,Rela_Gsdmd
15558,Rela,Gsdme,Rela_Gsdme
15559,Rela,Gse1,Rela_Gse1
15564,Rela,Gstp2,Rela_Gstp2
15566,Rela,Gstt2,Rela_Gstt2
15567,Rela,Gstt4,Rela_Gstt4
15569,Rela,Gtf3c5,Rela_Gtf3c5
15571,Rela,Gucy2g,Rela_Gucy2g
15573,Rela,Gypc,Rela_Gypc
15574,Rela,H13,Rela_H13
15575,Rela,H2-Aa,Rela_H2-Aa
15576,Rela,H2-Ab1,Rela_H2-Ab1
15577,Rela,H2-Bl,Rela_H2-Bl
15578,Rela,H2-D1,Rela_H2-D1
15580,Rela,H2-K1,Rela_H2-K1
15581,Rela,H2-K2,Rela_H2-K2
15582,Rela,H2-M2,Rela_H2-M2
15583,Rela,H2-Q4,Rela_H2-Q4
15584,Rela,H2-Q5,Rela_H2-Q5
15586,Rela,H2-T10,Rela_H2-T10
15587,Rela,H2-T24,Rela_H2-T24
15588,Rela,H3f3b,Rela_H3f3b
15591,Rela,Hacd3,Rela_Hacd3
15592,Rela,Hadh,Rela_Hadh
15594,Rela,Halr1,Rela_Halr1
15595,Rela,Has1,Rela_Has1
15597,Rela,Hbp1,Rela_Hbp1
15598,Rela,Hcar2,Rela_Hcar2
15600,Rela,Hdac7,Rela_Hdac7
15601,Rela,Hectd2os,Rela_Hectd2os
15602,Rela,Heg1,Rela_Heg1
15605,Rela,Hipk2,Rela_Hipk2
15606,Rela,Hipk3,Rela_Hipk3
15607,Rela,Hist1h1c,Rela_Hist1h1c
15609,Rela,Hivep1,Rela_Hivep1
15611,Rela,Hjurp,Rela_Hjurp
15615,Rela,Hmga1,Rela_Hmga1
15617,Rela,Hmgb1,Rela_Hmgb1
15618,Rela,Hmgxb4,Rela_Hmgxb4
15619,Rela,Hmox1,Rela_Hmox1
15620,Rela,Hormad2,Rela_Hormad2
15623,Rela,Hoxa5,Rela_Hoxa5
15626,Rela,Hp,Rela_Hp
15629,Rela,Hpx,Rela_Hpx
15630,Rela,Hrh1,Rela_Hrh1
15631,Rela,Hs6st1,Rela_Hs6st1
15633,Rela,Hsd11b1,Rela_Hsd11b1
15635,Rela,Hspa1a,Rela_Hspa1a
15640,Rela,Hspg2,Rela_Hspg2
15641,Rela,Htra1,Rela_Htra1
15642,Rela,Htra3,Rela_Htra3
15644,Rela,Iapp,Rela_Iapp
15645,Rela,Icam1,Rela_Icam1
15646,Rela,Id1,Rela_Id1
15650,Rela,Ier3,Rela_Ier3
15652,Rela,Ifi204,Rela_Ifi204
15653,Rela,Ifi205,Rela_Ifi205
15654,Rela,Ifi209,Rela_Ifi209
15655,Rela,Ifi211,Rela_Ifi211
15656,Rela,Ifi47,Rela_Ifi47
15657,Rela,Ifit1bl2,Rela_Ifit1bl2
15660,Rela,Ifitm1,Rela_Ifitm1
